place_id,name,types,overview,address,location,phone,website,price_level,rating,reviews
ChIJeyMXnju_QIYRzH2-pVSNrMc,Corner Bakery Cafe,"cafe,bakery,restaurant,point_of_interest,food,store,establishment","Casual, counter-serve cafe chain offering a standard menu of sandwiches, pasta & pastries.","1000 Main St, Houston, TX 77002, USA","{'lat': 29.75687, 'lng': -95.365364}",(713) 651-0673,https://www.cornerbakerycafe.com/,2,4.4,"The food here is what you would call serviceable--there's not much going on with the flavor, but you won't be disappointed and you won't leave hungry. I haven't tried them, but I suspect the breakfast wraps and sandwiches are better than the other breakfast plates.,The food has consistently been very good,  enjoyable and plentiful.  The food is made carefully and is illustrative in the delivery and presence of the dish.
Everything we've ordered has great flavor,  spices and pleasant tastes.
Service is great too.  The staff work in a busy downtown so they have to be good,  fast and agile - which they all are.  Friendly and helpful. No complaints.
It's a busy cafe made for small groups but in sure if your needed to fit a group of 6 or so in,  you could.  The atmosphere and divina dining area still are very comfortable and relaxing.
Overall,  a good recommendation when visiting downtown Houston.,Very friendly staff, clean space, and good food. I could tell they may have been struggling with some staffing issues but they did their best and I still got food/service quickly and efficiently. Would have loved access to a bathroom and maybe some additional menu items and I was not overly impressed by my breakfast sandwich, but I also had no complaints.,Can we say BACON?? They were not stingy with the bacon for sure. Very hearty colorful sandwich which is appealing to the eye so I was ready to dive in! The iced coffee ingredients/condiments was perfectly made; nice balance. The bread was soggy though and sandwich itself was a bit dry (dry as in minimal balsamic mayo) which made it a bit hard to eat. Overall, it was good! I would definitely give them another go!,Nice place for a quick afternoon lunch. It was pretty busy but service was quick and friendly. Plenty of indoor and outdoor seating. Grilled cheese sandwich and lemonade were very good. Very reasonable prices for downtown. I also went back the next morning to try breakfast. I got the All American Scramble. A lot of good food for a great price."
ChIJX8tXeEG_QIYRKHMAF3jlS-w,Coco Crepes & Coffee,"cafe,restaurant,food,store,point_of_interest,establishment","European-style cafe serving sweet & savory crepes, coffee & tea with optional outdoor seating.","218 Gray St Suite A, Houston, TX 77002, USA","{'lat': 29.7523464, 'lng': -95.3777414}",(713) 521-0700,https://www.cococrepes.com/location/coco-crepes-midtown,1,4.5,"This place is located in a very nice and quiet area. Great place to sit down and have a cup of coffee with a little treat on the side. The crepes are good but too sweet to me. They could use fresh strawberries instead of jam to reduce the sweetness and increase the taste of freshness of the crepes. Great price on the coffee menu 👌.,Shout out to Natalia, she has the best customer service skills and make you feel welcome and take time to explain everything if you are new to this place or style of menu. The food we order was reasonably price alone with excellent presentation and taste. I will highly suggest to try this place and enjoy the food !,This place is a total gem! Both savory and sweet crepes are excellent! We had Mediterranean crepe and Nutella strawberry crepe. The crepe was of perfect texture and taste. Will def come back to try more!,Tons of options on their menu, prices are also reasonable and definitely worth it. The staff is always friendly and serves your food up with a smile on their faces. Definitely make the whole experience great.

I added banana and strawberries to the Nutella Crepe I had, but they put the fruits in the crepe with the Nutella. If you plan on doing the same, I'd recommend you telling them to put the fruits on the outside instead.

Lots of cars pass by and that just adds to the charm of the place I suppose. Overall, a great little place to grab breakfast of some afternoon snack.,It's a small amount of food for the price, but it wasn't aimed to be cost/hunger effective. I had the Nutella (the classic for French ppl) and the salmon.

It looked to be a savory treat on the salty items, and a nice buttery delight on the sweet items. In that regard, it did its job very well.

Seal of approval 👌makes for a great snack."
ChIJT1hMuTq_QIYR9qpSenu_Alg,Starbucks,"cafe,restaurant,point_of_interest,food,store,establishment","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","600 Travis St, Houston, TX 77002, USA","{'lat': 29.7604763, 'lng': -95.36410509999999}",(713) 225-8515,https://www.starbucks.com/store-locator/store/91603/,2,4.4,"I love the way the employees help me and the service was great I highly recommend it,My experience at this location is usually always pleasant. I’ve never had any issues. However, today the store manager by the name of Noehly alongside a male employee whose name I wasn’t able to get were extremely unprofessional. It appeared they may have been having a rough morning, which I do understand but giving patrons unwarranted negative energy is never acceptable. A manager should always prioritize professionalism, so that it then sets the tone for all staff to follow. Disappointing.,I really do not understand this comment below me. I have been going to this Starbucks for over a year now. All the workers here know me by name and I love the service. Have my three drink orders out in less than five minutes!! I personally just feel that people need to vent out, but not like this. Giving out companies bad reviews and false information on their employees. Truly unbelievably sad. Hope things get better for Ms. Bass, and her lengthy one star reviews everywhere she steps foot in.,Great Customer Service! Jackie was truly helpful. I was visiting here and plan to come back to this location next time I'm in town.,Great energy with the Baristas, one in particular... She is willing to create any flavor, if you drink it, and can think it or find a recipe even, she will create a flavorful drink of art! LoL! Love going in the tower and down in the tunnels too. You can even ask her about the dry cleaning kiosk too!"
ChIJbSHsPTm_QIYROJAdLOfLd9I,Einstein Bros. Bagels,"cafe,bakery,restaurant,food,store,point_of_interest,establishment","Counter-service chain offering egg sandwiches, soups, salads, baked goods & a variety of bagels.","1200 Louisiana St, Houston, TX 77002, USA","{'lat': 29.7570742, 'lng': -95.36916049999999}",(713) 375-4771,https://locations.einsteinbros.com/us/tx/houston/1200-louisiana-st?y_source=1_OTA0OTU2Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,1,4,"I got ham and cheddar on a green Chile bagel and it's one of the best breakfast sandwiches I've ever had.,Great bagel sandwich at a very reasonable price. I thought it was very good with plenty of stuff in the middle. The bagel was soft and flavorful as well!,Whoever made my coffee shake at night about two weeks ago is the best, this location had me expecting more from the one I have a block away, never going to any other location than this one (I tried and it was not the same).,great tasting bagels, friendly and efficient staff,The cheesy veggie sandwich I had was excellent. I've always been aware of Einstein Bros. but this is my first time eating there. I always thought they only sold bagels and probably coffee, not sandwiches and other things. It was a pleasant surprise."
ChIJy8oQNUy_QIYRxmu55wH4Y6Q,Catalina Coffee,"cafe,food,store,point_of_interest,establishment",Easygoing hangout with exposed-brick walls offering classic brews & light bites.,"2201 Washington Ave, Houston, TX 77007, USA","{'lat': 29.7679733, 'lng': -95.3806446}",(713) 861-8448,https://catalinacoffeeshop.com/,1,4.6,"Staff is great, coffee is fine, but it is noisy and there is no wifi or outlets. Not optimal for studying. The music is loud and the people are too. I attached a sound video of a kid that was in the coffee shop for almost an hour and the dad didn’t make that big of an effort to quiet her down. She wasn’t throwing a fit, she was laughing. But still VERY loud and distracting. Would only return for take away,CC has really friendly and helpful staff. I stopped by after lunch for a double shot of espresso and I wasn’t disappointed. I didn’t have to wait long even with the large number of people inside. The choices are great and I’m sure the pastry selection is better earlier in the day. I would definitely visit again and try other items on the menu. A great coffee shop. Don’t miss the back entrance from the parking lot. They have a wide range of indoor seating; there is outdoor seating in the front and on the side of the building with some shade.,Absolutely love it here. The iced oatmilk latte with their house-made syrups is my go-to (loving the lavender syrup right now!). Working environment is good. Never too loud. Online downside is they don’t have any outlets in their dine-in area?? So make sure your laptop is charged up before coming here to get some work done.,We've been here twice, about 5 years ago and a few days ago, both visits scored some great coffee.  For some reason I overlooked doing a review so here it is.  I picked up a bag of Amaya Coffee Roasters whole beans, temporada, an espresso, I love the beans and the presence of a roast date on the bag.  We enjoyed a couple iced mocha coffees.  Check out the huge gorilla mural across the street.,Catalina Coffee is one of the best coffee shops in the area. Their drinks are excellent and reasonably priced. The shop is a great place to catch up with a friend but may not be the best to work at (not always a lot of seating, outlets, and noise level). Would definitely recommend everyone come here."
ChIJgYAHPEC_QIYRyQ6G-UkDA0U,Starbucks,"cafe,restaurant,food,store,point_of_interest,establishment","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","2101 Smith St, Houston, TX 77002, USA","{'lat': 29.75054900000001, 'lng': -95.37469899999999}",(713) 654-2180,https://www.starbucks.com/store-locator/store/7915/,2,4,"Smaller Starbucks. Parking is tight, no couches or places to lounge. Still great atmosphere, music, vibes, and selection for drinks and food though. Staff was super friendly. If you can find somewhere to park, great place to enjoy!,Big ole Albert and her minions kicked out a lady with her baby in the freezing weather because she didn’t make an order mind you THEY BARELY OPENED ! There was no line people just wanted some place warm and safe to wait to get picked up . And they start talking smack about those who didn’t order and where inside critizing Spanish speaking people like MYSELF. HORRIBLE HORRIBLE UNPROFESSIONAL,We ordered a coffee, cappuccino and a cookie. The coffee and cookie tasted great, but the cappuccino had no coffee flavor. It just tasted like hot milk.  They were gracious and offered to make another, but shouldn't every brew be the best brew? I still love Starbucks.

The parking situation is not for the weak!!,It says 530 am on the door but no one in sight. This is a just about every other day situation. Sad smmh. And it's 545 am lights on food rack can be seen but no employees.,Stay away....I bought something to eat and then was asked to leave because Starbucks doesnt let you eat in the lobby. There was not signs stating this. They have removed the tables and chairs from this location. Totally unacceptable. Why would I buy their food then be asked to take it outside?? They should make this a drive in only. And it was cold outside!!"
ChIJgRlKyCG_QIYRj2aexIUYdJw,Huynh Restaurant,"cafe,restaurant,food,store,point_of_interest,establishment",Homestyle Vietnamese fare such as spring rolls & rice plates with BYOB available for a fee.,"912 St Emanuel St, Houston, TX 77003, USA","{'lat': 29.75169169999999, 'lng': -95.35558739999999}",(713) 224-8964,http://www.huynhrestauranthouston.com/,2,4.6,"Very good! Service is excellent. I tried duck salad, bo Luc lac, and Vietnamese egg rolls. Everything was very good. Definitely high quality steak in the shaking beef. Excellent when hot and fresh! Prices are definitely a bit higher than other Vietnamese restaurants for the quantity received. 2 appetizers and shaking beef  were 40$ bill. Would return.,Shrimp and pork spring rolls fresh and crisp not chewing. Nut sauce was ok too. Vermicelli bowl with char grilled shrimp and tofu was good. Nice size shrimp chard perfectly tofu pieces could have been a bit bigger to mach shrimp. Next time I'll order extra condiments and more spring greens and extra veggies. $25 with two dollar tip. Pricey but walking distance from work closed it for me. Definitely do it again soon,Huynh impressed me right off the bat with big authentic Vietnamese flavor! The lemongrass beef was fantastic with lots of flavor and tender beef. It was not greasy at all which is a nice add. The egg rolls were very good but not as stand out as the beef. I will be back to try other things!

The staff was very friendly, the restaurant is a nicely decorated place to sit and enjoy the meal too. Lastly, the bathroom was nice and clean!,Huynh is a nice Vietnamese restaurant- a favorite. It’s definitely authentic, the dishes were great, our table ordered a bunch of different things to try. The star of dinner was the wok- fried noodle cake dish, its spicy, fully of protein, umami- so good, all on top of a noodle cake, which was crunchy and chewy. I loved the texture of the noodle cake. The way Huynh prepares this dish is very unique, most Vietnamese restaurants do not offer it. Must try if you’re in the area.,The food is tasty and the portions were generous. The service is always great. I also love their teas and coffee. The plate is the shrimp stir fry with vegetables, a must for seafood lovers."
ChIJE27HSTq_QIYRs2GjYsovw2I,Kolache Factory,"restaurant,bakery,cafe,store,food,point_of_interest,establishment","Counter-serve chain with classic Czech pastries in sweet & savory flavors, plus other baked goods.","811 Louisiana St, Houston, TX 77002, USA","{'lat': 29.75929219999999, 'lng': -95.3663131}",(713) 222-2253,https://locations.kolachefactory.com/kolache-factory-16288e2489a9,1,4.1,"It’s hard to walk past this location without stopping. Nestled just below Louisiana St in the tunnels in downtown Houston it’s actually easy to get to. The selection is always fresh and the service is always good. Try the Italian Chicken and if you have a sweet tooth the peach kolache will not disappoint.,Got a sausage & gravy
potato, egg, and cheese
Pizza kolaches
They were very delicious soft and warm would 10/10 recommend to anyone. Loved that they weren't just basic kolaches!!,👎All the Kolaches were cold, like they just came out of a fridge. Maybe the microwave was broken or the worker didn't push the button. There isn't a communal microwave I can use, so it's inconvenient and, literally, leaves a bad taste in your mouth when your breakfast is cold. Not to mention the food safety concern of not serving it at a safe temperature.
👍 The service was fast... apparently too fast 😕,Jon demonstrated great customer service skills.
I was surprised by his Friendliness and welcoming personality because Sunday afternoons always feel almost sad in this store.
Jon should teach a ""HOW TO TALK TO/TREAT CUSTOMERS CLASS"".
Thanks Jon, if you see this.

(23240 Westheimer Pkwy Suite C, Katy, TX 77494),Nice, fast, friendly service great for a quick breakfast. But, I'm not sure what the big deal with kolaches is. They just seem to be dinner rolls filled with breakfast stuff (eggs, cheese, sausage, etc). I'm sure it's good for what it is, but I'll stick with my ham and cheese hot pockets!"
ChIJVQwb2my_QIYRAhW6nsN7AU0,13 celsius,"cafe,liquor_store,bar,point_of_interest,food,store,establishment",Chill lounge serving wine & small plates at a long white marble bar & in an open courtyard.,"3000 Caroline St, Houston, TX 77004, USA","{'lat': 29.7412639, 'lng': -95.37377169999999}",(713) 529-8466,http://www.13celsius.com/,2,4.7,"I really like this place.  Great location, very relaxed vibe.  Has different seating options which makes it unique.  Outdoor seating, then there’s lounge-like seating indoors as well bar and table seats.  Then there’s an enclosed outdoor seating area which is really cool.

Service was great for us, the waiter really knew about the menu and had good recommendations.,An eclectic combination of new and rustic old becomes the basic canvas for a great time with friends, while friendly service take their time to guide you through their menu of vine juice, cheeses, hams, and other well thought savory combinations freshly made by the chef onsite.
As the night progresses we experience the influx of a more eclectic casual elegant crowd that seemed in different stages of life.
Music level slowed the tone allowing us to have conversation and to admire the laughs of others as well.
We had a great time tasting Jorge’s absolute on spot suggestions for wines and food dishes that only made us crave for another visits.
Hope you guys have the same, or better experience than we had.,Perfect downtown wine bar. They have an extensive wine list and some great small bites to pair with them.

The s’mores board is a MUST when you visit. Great to share with 1-2 people but don’t skimp even if you’re by yourself!,Just happened across this place walking my dog.. What an amazing gem of Midtown! The waiter helped center in on a French wine that matched our pallet and starter (pretzel with spicy mustard). One of the best I have had in Houston!!
We choose the simple luxury of a salad with cheeseboard. As we were into our second glass the waiter guided us into another Red that was ideal for the choice of cheese. What an experience! Going to be coming back with friends..,This place is 10/10. It is such an intimate space with great small bites for a wine night. I did a solo visit and I felt very comfortable. The bar staff were very kind and knowledgeable on the food/wine pairing, the ambiance was amazing, and my charcuterie board was perfect. For one, the 2 meats 2 cheese selection will definitely fill you up."
ChIJx_LMGSq_QIYRMdoKmNetSB0,Last Concert Cafe,"bar,point_of_interest,establishment",Incognito spot with a speakeasy vibe serves Mexican food & drinks along with weekly live music.,"1403 Nance St, Houston, TX 77002, USA","{'lat': 29.76831420000001, 'lng': -95.35316639999999}",(713) 226-8563,https://www.lastconcert.com/,1,4.5,"Great spot
We listened to the Soul Rebels
Music was great, they had good ans a bar. Parking was sketch but we had fun. Just keep in mind not much seating here mostly standing,Been to so many shows here. Under new management, so the show selection is different. No more jams and more hip hop based. I ain’t mad at it, but sand on the floor/ground ain’t what I’d call hip hop.

The bar in the back and the restrooms have been updated. All around better flow.,Great outdoor venue (mostly covered) to listen to live music. Pigs on the Wall (Pink Floyd tribute band) is a great must see act!,It’s great and nostalgic but a lot has changed! It’s hard it looks completely different. I’m sad the sand is gone but I’m glad they kept the hula hoops! The AstroTurf is…different.

This is a 5-star bar, we love it and it has a great history but there’s 2 reasons I have it 4 star instead of 5 star.

1. Not enough seating.
2. It’s now cashless. In order to keep the value of a dollar businesses need to keep accepting cash.,Quick Mexican food.. decent service..excellent music..impeccable atmosphere of family establishment..this is the recipe for success. Update: Changes have happened..change is good. Stagnation leads to mediocrity. Still awesome, just different. DOUBLE UPDATE: No more sand. ASTROTURF NOW. Rumor has a name change in the works. No more on-site food worth buying. Less awesome and more different..now nothing sets them apart from any other music venues by price gouging its patrons."
ChIJoUCycEG_QIYRnCVBfQJ32BQ,Front Porch Pub,"bar,restaurant,food,point_of_interest,establishment","Beers, hearty pub food, pool, darts & a jukebox are the draws at this spot with a front-porch swing.","217 Gray St, Houston, TX 77002, USA","{'lat': 29.7526732, 'lng': -95.3775387}",(713) 571-9571,http://frontporchpub.com/,2,4.3,"Well….let me start with the good news. Love the location and the steak was cooked to perfection and the atmosphere is causal & laid back. I also liked that they had a cooler full of water so I was able to serve myself. Now to the not so good…I had to wait 20min for a waitress to take my order for the amazing steak. And I  came to watch the game (Thursday night football) but they were playing Mondays rerun game and random high school sports. But I’ll definitely go back they were polite enough to change the game and once I got my food I was fat and happy!,Never been here before and thought we’d give it a try. Walked in and sat at a table. No host/hostess but that’s not unreasonable. Three guys at a table and two at the bar, seemed to be regulars and a coupe at another table playing on their phones. As we sat and reviewed the menu, we noticed ZERO welcoming. After 15 minutes of waiting and looking to see if any employee would even make eye contact (no one did), we chose to leave. Not sure if the place is good or not but I definitely won’t be back to find out.,We stopped by in the afternoon. Not very busy for a Saturday. The seating area is spacious and very dog friendly. There's bowls and water available for the pups. Service was fine. Little disappointed with the steak balls in the appetizers platter - very fatty. The wings were fried well, but the lemon pepper flavor was lacking. The fried pickles were good.,I was here with great company on Thursday steak night and it was delicious for a pub dinner.  The atmosphere was great for Astros game 4. Pet friendly patio, staff was really nice. Will be going back for sure.,There was an incident of attempted robbery and attempted physical assault in the bathroom and inside at this establishment and it has been the most difficult process to contact and generally manage this location. After visiting me and calling me several times, they told me that the television connected to the camera can contact the owners and that they would contact me the next day. It has been 2 weeks since I have received a call from this establishment and that they were waiting to get a television new. How are you an establishment but you don't have operational cameras and televisions to prevent and protect the people who keep the restaurant in operation? To this day there is no response or anything about it."
ChIJcyj6ddi-QIYRF4ypQxQKIUw,Irma's Original,"bar,restaurant,food,point_of_interest,establishment",There's no menu at this kitschy joint doling out homemade Tex-Mex fare & fresh juices.,"22 N Chenevert St, Houston, TX 77002, USA","{'lat': 29.760199, 'lng': -95.352012}",(713) 222-0767,http://irmasoriginal.com/,2,3.9,"WOW! This place is an absolute must if you’re visiting or live in the Houston area. Me and my partner came all the way from Atlanta and let me tell you it was EVERYTHING! Irma is a national treasure. She came over several times to make sure everything was good! And let me tell you this was the best tamales I’ve ever had. You have to try Irma’s famous star berry lemonade! I will definitely be back to take some food home before I leave. I almost cried this food is so tasty. Everything is fresh and just melts in your mouth. Look for yourself. I wish you all the best thanks for taking care of us!,Amazing food and atmosphere! Margaritas were strong and very tasty. There is no printed menu so you have no idea what anything costs. Recommend eating before the drinks start to save your budget. Good luck!,The lemonade was the best part.

Was in for lunch today while waiting for my car to be worked on in Baytown. We’d seen this restaurant on YouTube, and our curiosity was peeked.

The atmosphere seemed like walking into Sanford & Son. While clean, there is clutter everywhere.

The owner came out and waited on us, the restaurant is actually much smaller in person than it looks on television. Without menus or prices, we only knew what we’d seen, which was just ask for something and they’ll make it.

Well my wife asked for something, but they weren’t just out of it, it’s something they don’t even make at all. So she mentioned a dish and that’s what she got.

I ended up with 2 micro tamales (while fresh & tasty), a micro beef fajita with mexican rice. My wife got some kind of chicken dish, with guacamole. Very small portions.

For this I paid $98. Had I planned on $98? No. Was the food good? Yes. Will we be back? Only for the house watermelon lemonade.,A must for Mexican foodies! 5 across the board for authentic Mexican food that reminds me of visiting family. The entire staff welcome you and make sure to take care of you.

The food is worth the money and there’s no other place like this in Houston. As a Mexican, I am super picky about food and this Irma’s never disappoints. Plenty of places to get cheap Mexican food throughout Houston, but it doesn’t measure up to the food at Irma’s. You pay for what you get and if you don’t know the difference of great authentic food or appreciate Mexican cuisine go to chipotle!

All of the food is fresh and you can taste it in their dishes. The lentil soup starter prepares your taste buds for the goodness to come. Every dish I’ve had at this place has been delicious. I never like Chile rellenos at restaurants, but Irma left me with no complaints. The Chile was light, fluffy, and stuffed with picadillo. The mole is always a hit too.

The decor of the restaurant gives me the sense of walking into my aunt’s or mom’s house with my cousins checking in on me while bringing me food. The owner walks around checking in on you - this very rarely happens in other restaurants.

I am writing this long review because I read that people complain about the prices, but undervalue Mexican food and the significance of this being a family owned business.

I always come to Irma’s for an experience like no other. Highly recommend to Mexican foodies!,Our first time today at Irma's. It was amazing. Ray made us feel right at home from the time we walked in the door until we left. Best service I have had in ages!  The food was some of the best I have had in Houston. Everyone should experience Irma's. We can't wait to return."
ChIJ325pwi-_QIYRtB5lEbq1nCI,Hearsay Market Square,"bar,restaurant,food,point_of_interest,establishment",Upscale-casual pub & New American eatery serving innovative drinks in an 1880s brick building.,"218 Travis St, Houston, TX 77002, USA","{'lat': 29.7630544, 'lng': -95.36169319999999}",(713) 225-8079,http://hearsaygastrolounge.com/,2,4.4,"Simple and delicious brunch menu, tasty drinks, nice ambiance and we had a great server named Arlene. Price is super reasonable. Without drinks you can eat for like $14-$18 a person. I literally cleaned my plate and have zero complaints. Now the playlist is a little spicy and the rnb is uncensored. So listen at your own risk. Will 1000% come back. Super pleased. I got the prosciutto omelet and my friend got the chicken and waffles. Both plates cleaned and scraped.,I enjoyed the vegan menu. Everything was very tasteful and delicious!!! The atmosphere is so relaxing and elegant. Workers are very nice and met each of our needs and didn’t have to wait a long time for the food to come. Everything hot and fresh. Those Mocktails are very delicious. Enjoy the pics of the vegan dishes and drink.,OVERALL: What an amazing experience. It has a local vibe, with a quaint ambiance.

PROS:
Attentive staff
Great cocktails
Well priced plates

CONS:
Limited to no parking

DRESS CODE:
Heels or dress shoes are not needed. It's a little chilly at night.,LOVED this experience.
Was looking for a quick bite after a play. My bonus. Mom is here visiting from California, this place was the only place nearby that didn't close it. 9:00 p.m. on a Thursday night. Beautiful ambience, our waiter was great. The food was great, forgot to take pictures. . It has a very, very nice vibe. I will definitely be coming here again, it's a nice place for a date and be the first date or any other date. Very intimate setting. There is outside seating as well. Just a few tables but it's also intimate. When we arrived it was late evening as mentioned earlier, so parking we kind of looked up with finding a spot on the side street next to the dog park, but then we were leaving. Realized it actually was not parking in the I almost got a ticket. So parking is on the street in front of the building and extremely limited.,Me and my friends visited this location before the Astros game. It was crowded, so we were seated upstairs.

The waiter was not great. No since of humor and barely came around. It took a long time for anything. The drinks, the appetizers and the food.

The drinks were great we annoyed them. The food was awful. Everyone had something different and did not like it. The devils eggs disgusting. None of us liked them. The final two were left on the table.

I had the chicken sandwich which was dry and more bread than chicken. The other chicken dish was also dry. Most of that was left on the plate. Half the blackened redfish tacos was left on the table.

Nothing was eaten in its entirety. I would go here for drinks, if I was at the bar. Otherwise, this is a no."
ChIJc1rC_0G_QIYRwKyC5sLoLXI,The Dogwood,"bar,restaurant,food,point_of_interest,establishment",Southern-tinged modern sports bar with a scenic rooftop patio & a menu of creative comfort food.,"2403 Bagby St, Houston, TX 77006, USA","{'lat': 29.749411, 'lng': -95.37816199999999}",(281) 501-9075,http://www.thedogwoodmidtown.com/,2,3.9,"It's a great midtown bar with good food and music. I came here to hear JB sing and enjoy tostada night. A few whiskey and sodas outside in midtown are not a bad way to spend the evening. The upstairs area is very neat. It was closed on a Tuesday, which makes sense if it's not busy enough to pull double staff and floors. If you're in the area or reasonably close by, The Dogwood is a must visit.,so damn good. anytime were near by we feel the need to come grab a compote pizza. TRUST. this pizza is the best damn pizza youre gonna have. Deal breaker type.
if you like spicy add jalapeños,My favorite spot of the places my family and I went to downtown. It was a little slower and I was able to hold a conversation without the music drowning me out.

Definitely a fun little environment that's not going overboard. Not shoulder to shoulder and not terribly loud. Great views a nice staff.,I had an excellent time here at this facility. Ronnie the bartender had excellent hospitality and he made sure to follow up with us throughout the night. He definitely made a lot of tip money off of me and my friends, but I will be honest and say each penny was well worth spent. Excellent work brother.,I regret to give even 1 star! About 10 friends and I visited this bar. To my disbelief the this place is unapologetically rude and racist. I saw people of color get kicked out. A friend in my group got kicked out. I ordered drinks for my friends and I and as I’m waiting at the bar neither the female or male bartender said anything. Literally over looked us until there was no one else to serve. Just looked at me not a single word when I ordered my drink. As I am waiting on the drinks I was talking with my friends, when the drinks were ready the bartender first words were “you need to hurry up and give me your card, I have people to serve” I was absolutely astonished at how rude he was. I informed him that I will not be accepting the drinks from him. He threw the drinks out called the security to have us put out. The female bartender was so damn nasty. As we were walking away she swatted at us! Absolutely disgusting racist people!"
ChIJbSHsPTm_QIYRcvGUmAJbfCE,Shula's Steak House,"restaurant,bar,food,point_of_interest,establishment",Former football coach Don Shula's clubby chain serving aged beef & other steakhouse fare.,"1200 Louisiana St, Houston, TX 77002, USA","{'lat': 29.7570446, 'lng': -95.3694}",(713) 375-4777,https://www.shulas.com/shulas-steak-house/houston/,3,4,"The food here is always solid. I have no complaints at all. However, it’s hard to compete in this market in Houston when we have so many options in the steakhouse game. I have been here 5-7 times and I will say that the blackened salmon and shrimp are my favorite by far. It’s excellent. This is a perfect option for a weekday work lunch but not something like a date night.,Despite the challenges of serving a very large group, the servers were prompt and friendly. The pimento cheese appetizer was good. Many of my friends ordered the Filet & enjoyed their entrees very much. But we generally agreed the French Dip was one of the best we've ever tasted! It was so good, I hope I can visit again if I'm ever in the area!
My only critique is the menu didn't state my meal came with fries otherwise I would've asked if there were any alternatives. But they looked really yummy!,Had breakfast here after conference. Not many options but food is of great quality. Ordered omelette and pancakes and both were good! My friends told me that biscuits are must try in US and they are indeed really good!,The breakfast was outstanding. For $24.95, there was a wide range of breakfast food available, including bacon, scrambled eggs, potatoes, grits, oatmeal, yogurt, fresh fruit, pancakes, waffles, coffee, and more. The bacon, eggs, and potatoes were all perfectly prepared. My server, Lois, was very friendly and attentive. She made my visit feel special. They made sure I left with a coffee To Go as well a water. I will definitely be coming back here.,Food was good and service was nice and prompt! For the price paid, wish it was more tasty and bigger size of sides!"
ChIJTfNNOGm_QIYRbb7QRgzWyto,Damian's Cucina Italiana,"bar,restaurant,food,point_of_interest,establishment","Italian mainstay serving traditional fare such as bolognese & veal in an upscale, old-world setting.","3011 Smith St, Houston, TX 77006, USA","{'lat': 29.7443948, 'lng': -95.3797438}",(713) 522-0439,https://www.damians.com/,3,4.5,"Best Italian food my wife and I have had in years in Texas. We were in Houston on a business trip and she found this place on open table and it had over 5000 5 star reviews. Well the food stood up to the reviews and was even better. The service was top notch as well! Next time we are in Houston this is must goto place for us!,Damian's is a restaurant that will forever hold a special place in my heart. It was the location of the very first upscale dining experience I shared with my wife back in the late 90s.

Recently, we decided to return to this cherished establishment, this time bringing our children along to share in the nostalgia and create new memories.

Upon revisiting, we were pleased to discover that some aspects of the restaurant had remained consistent over the years. The pasta sauce was every bit as flavorful as we remembered, and the fresh bread accompanied by their signature dipping oil remained a delicious staple.

However, there were a few key disappointments that detracted from our overall experience. Firstly, the service left something to be desired. We were forced to ask our waiter to check on our main course, as it had not arrived even 30 minutes after we had finished our appetizer.

Moreover, when our food finally arrived, we were disheartened by the lack of attention to presentation. The spaghetti appeared to have been haphazardly plated, with little consideration for visual appeal.

Our dissatisfaction extended to the preparation of the steak as well. While we had specifically requested a medium-rare cook, the steak arrived far too undercooked, bordering on raw. Consequently, we left nearly half of the steak uneaten, but the staff never inquired as to the reason for this.

In summary, while it was a pleasure to revisit Damian's and reminisce about our past experiences there, the evening was far from perfect. For a dinner that cost more than $65 per person, we expected a higher level of service and attention to detail. Considering there were four of us and we only ordered three dishes, the overall experience left us feeling somewhat let down. Nonetheless, the nostalgic charm of Damian's remains a cherished memory, and we hope to see improvements perhaps by the team’s training should we decide to visit in the future.,Met a former coworker here for lunch.  He frequent the place many times but this was my first.  I had the shrimp pasta and it was great!   Won't be the last time!!!,I've been coming here for quite some time now. It always feels as if I were at home and my mother is cooking dinner for me. The food is always cooked to perfection. I particularly pay attention to the goodbye greeting after eating. First impression and last impression are the most important in any restaurant. This one meets all the criteria.,Did chefs table experience and it was wonderful!! Good was delicious and great atmosphere being in the kitchen and cooking our own food for one course!"
